,Advantage,Epoch return,KL,entropy,episode length,max return,mean return,mean value,min return,policy loss,seed,std return,value loss
2366,-0.30643414157815213,200.0,-4.380941390991211e-06,0.22086013853549957,200.0,200.0,117.52118823032521,101.15729522705078,200.0,-0.32352745473957856,0.0,1.695287153328045,3340.674072265625
2367,0.08054118654587657,200.0,-2.3424625396728516e-05,0.21210409700870514,200.0,200.0,117.5560090064734,99.82650756835938,200.0,-0.15873150405977707,0.0,1.6942135953741686,3344.348876953125
2368,-0.061167844126733734,200.0,-8.255243301391602e-05,0.2141626477241516,200.0,200.0,117.59080039386693,100.42411804199219,200.0,-0.26175270004646384,0.0,1.693141170011432,3300.37109375
2369,-0.36557206278477183,200.0,0.00012814998626708984,0.2127414345741272,200.0,200.0,117.62556242969629,100.95585632324219,200.0,-0.3756032759933833,0.0,1.6920698755677215,3317.450927734375
2370,-0.005622481329491674,200.0,2.9206275939941406e-05,0.21822313964366913,200.0,200.0,117.66029515108924,100.50505828857422,200.0,-0.14252012031032013,0.0,1.690999710374097,3334.104736328125
2371,-0.057676042652408874,200.0,5.924701690673828e-05,0.21008864045143127,200.0,200.0,117.69499859511099,100.16214752197266,200.0,-0.2200541665193454,0.0,1.6899306727647831,3332.95166015625
2372,0.01642770046914092,200.0,0.0001761317253112793,0.21371150016784668,200.0,200.0,117.72967279876421,100.50141906738281,200.0,-0.19799194680398935,0.0,1.6888627610771632,3320.14208984375
2373,0.07807653479720114,200.0,-5.745887756347656e-05,0.2155008465051651,200.0,200.0,117.76431779898934,100.16718292236328,200.0,-0.16689039795754185,0.0,1.68779597365177,3356.7890625
2374,-0.18424459050016775,200.0,0.00021129846572875977,0.21030573546886444,200.0,200.0,117.79893363266451,100.59451293945312,200.0,-0.27654568391001066,0.0,1.6867303088322805,3301.56689453125
2375,0.021253314904486807,200.0,1.1086463928222656e-05,0.21451136469841003,200.0,200.0,117.83352033660589,100.45927429199219,200.0,-0.15257677905994996,0.0,1.6856657649655078,3346.5830078125
2376,0.19561016967355443,200.0,3.7550926208496094e-05,0.2134799212217331,200.0,200.0,117.86807794756764,99.76797485351562,200.0,-0.1359451027648622,0.0,1.6846023404013934,3383.990966796875
2377,-0.0943084404385597,200.0,8.958578109741211e-05,0.20815905928611755,200.0,200.0,117.90260650224215,100.04744720458984,200.0,-0.24757048391397068,0.0,1.6835400334930006,3281.715087890625
2378,-0.010163371774803795,200.0,-5.6356191635131836e-05,0.21257993578910828,200.0,200.0,117.93710603726012,100.4638900756836,200.0,-0.202865727274009,0.0,1.6824788425965065,3377.371826171875
2379,0.12465000203363177,200.0,-8.636713027954102e-05,0.21108396351337433,200.0,200.0,117.9715765891907,100.14949035644531,200.0,-0.12957437879106135,0.0,1.6814187660711966,3375.869873046875
2380,-0.01174718954964165,200.0,-6.699562072753906e-05,0.21528787910938263,200.0,200.0,118.00601819454164,100.34538269042969,200.0,-0.20484735112627367,0.0,1.6803598022794546,3330.223876953125
2381,0.01987341022004575,200.0,0.0002410411834716797,0.21133483946323395,200.0,200.0,118.04043088975938,100.28258514404297,200.0,-0.1516762123192194,0.0,1.6793019495867592,3416.074462890625
2382,0.43842966910291425,200.0,-6.651878356933594e-05,0.20968203246593475,200.0,200.0,118.0748147112292,99.45536804199219,200.0,0.04527130079916139,0.0,1.6782452063616728,3449.76025390625
2383,-0.1469093119580012,200.0,6.949901580810547e-05,0.21662648022174835,200.0,200.0,118.10916969527537,100.26948547363281,200.0,-0.20290828604352082,0.0,1.6771895709758378,3334.779541015625
2384,-0.10480433318151608,200.0,0.00010216236114501953,0.21234482526779175,200.0,200.0,118.14349587816125,100.58160400390625,200.0,-0.2459327692324201,0.0,1.6761350418039667,3314.9775390625
2385,-0.109423789042796,200.0,-3.835558891296387e-05,0.21039986610412598,200.0,200.0,118.17779329608939,100.03521728515625,200.0,-0.18919567179435323,0.0,1.6750816172238379,3316.44580078125
2386,-0.06695406573857064,200.0,8.702278137207031e-06,0.21541555225849152,200.0,200.0,118.21206198520173,100.5186996459961,200.0,-0.19511625698923823,0.0,1.6740292956162866,3317.813720703125
2387,-0.2660722160744362,200.0,0.00012201070785522461,0.20927824079990387,200.0,200.0,118.24630198157968,100.10730743408203,200.0,-0.282235100331595,0.0,1.6729780753651973,3313.6484375
