,Explained variance,KL,Q estimate,Training return,entropy,episode length,max return,mean return,mean value,min return,policy grad norm,policy loss,std return,value grad norm,value loss
612,-0.3269047458333751,-3.135204315185547e-05,-50.994598388671875,160.0,74.29781341552734,160.0,160.0,152.80097879282218,131.49459838867188,160.0,2410.7454403683064,-4892.244140625,66.06873345309178,6669.656716273981,4302.5
613,-0.32669192190672963,3.018975257873535e-05,-13.304060935974121,200.0,94.68434143066406,200.0,200.0,152.87785016286645,113.8040542602539,200.0,1572.8157896810003,-1068.7342529296875,66.04229506855218,1739.2507460309791,2605.365478515625
614,-0.3264738451202406,1.8358230590820312e-05,-24.750967025756836,200.0,98.7920913696289,200.0,200.0,152.95447154471546,125.2509765625,200.0,2802.3199523364856,-2273.18994140625,66.01584326756533,3207.480702510546,3124.477783203125
615,-0.32630435335038543,-1.5556812286376953e-05,-24.678510665893555,200.0,96.64937591552734,200.0,200.0,153.03084415584416,125.17851257324219,200.0,1686.3672217712474,-1909.2032470703125,65.98937847964872,3230.4601134496615,3362.119140625
616,-0.32605349969568703,-8.821487426757812e-06,-19.998262405395508,200.0,102.43791198730469,200.0,200.0,153.10696920583467,120.49825286865234,200.0,1240.1480515422618,-1949.19921875,65.96290112931675,2515.525556208521,3128.40869140625
617,-0.3258329345067036,1.049041748046875e-05,-22.592792510986328,200.0,96.33871459960938,200.0,200.0,153.18284789644014,123.09280395507812,200.0,1901.0039856697797,-2692.04931640625,65.93641163614028,2845.2922670789867,2993.404052734375
618,-0.3255719239697756,2.2798776626586914e-05,-10.273698806762695,200.0,96.86767578125,200.0,200.0,153.25848142164782,110.77368927001953,200.0,1276.773466476904,-1051.7252197265625,65.90991041480504,1514.0250573272801,2178.3837890625
619,-0.32532382271939614,-1.9162893295288086e-05,-20.046789169311523,200.0,101.69170379638672,200.0,200.0,153.33387096774194,120.54678344726562,200.0,2678.92150536874,-1652.615478515625,65.88339787516956,2467.931585132462,2874.81591796875
620,-0.3250781222872076,-9.328126907348633e-06,-12.674156188964844,200.0,99.90695190429688,200.0,200.0,153.40901771336553,113.17414855957031,200.0,2399.333360845771,-989.5321655273438,65.85687442232211,1594.9691828695604,2492.31103515625
621,-0.32482264100229125,-4.500150680541992e-06,-15.768044471740723,200.0,98.77298736572266,200.0,200.0,153.48392282958199,116.26803588867188,200.0,1178.6942178001648,-1241.1845703125,65.83034045663703,1919.2660637541676,3080.768798828125
622,-0.3245659151530652,1.665949821472168e-05,-14.005995750427246,200.0,97.2169418334961,200.0,200.0,153.5585874799358,114.50598907470703,200.0,4128.294737557273,-1486.1644287109375,65.80379637383035,1856.1207234200551,2910.0693359375
623,-0.32430788261009386,-1.6391277313232422e-06,-21.17583465576172,200.0,98.69667053222656,200.0,200.0,153.63301282051282,121.67584228515625,200.0,1037.221140926748,-2157.486083984375,65.7772425650145,2721.9128215231453,3337.396240234375
624,-0.3240626715139778,-1.2874603271484375e-05,-14.912066459655762,200.0,100.99592590332031,200.0,200.0,153.7072,115.41206359863281,200.0,787.2132305053422,-1321.8504638671875,65.75067941675258,1927.6200338845765,2251.820068359375
625,-0.3238489348673492,1.4066696166992188e-05,-15.658452987670898,197.0,95.4172592163086,197.0,197.0,153.77635782747603,114.658447265625,197.0,1761.3706224593975,-1676.0526123046875,65.7208515497733,2022.9903187353498,2759.271240234375
626,-0.32359385539295066,-1.7881393432617188e-06,-5.2568888664245605,200.0,101.59929656982422,200.0,200.0,153.85007974481658,105.75689697265625,200.0,1459.9605747681105,-700.290283203125,65.69428010241045,771.5068037021397,2257.312255859375
627,-0.3233418459850655,3.606081008911133e-06,-11.088260650634766,200.0,98.52346801757812,200.0,200.0,153.9235668789809,111.58827209472656,200.0,2095.446438614426,-1312.318115234375,65.66770040493046,1298.101208958638,2696.948974609375
628,-0.32308899231255794,1.6510486602783203e-05,-8.268387794494629,200.0,95.45756530761719,200.0,200.0,153.99682034976152,108.76838684082031,200.0,3666.135378923509,-1138.568359375,65.64111282651747,1102.7279967861373,2262.7099609375
629,-0.3228387851082622,4.798173904418945e-06,-7.004364013671875,200.0,100.8732681274414,200.0,200.0,154.06984126984128,107.50435638427734,200.0,1477.959914156991,-939.201171875,65.61451773206393,1020.0755836524828,2250.589599609375
630,-0.3225967252778452,1.8268823623657227e-05,11.720232963562012,200.0,97.42826080322266,200.0,200.0,154.14263074484944,88.77977752685547,200.0,1150.3351940702146,1076.193603515625,65.58791548222067,1687.2917548948762,1683.8052978515625
631,-0.3223647870862001,1.0788440704345703e-05,12.684514045715332,200.0,95.08221435546875,200.0,200.0,154.21518987341773,87.81547546386719,200.0,784.7768281604436,1035.9395751953125,65.56130643344622,1810.6906813754506,1641.845947265625
632,-0.322128896972622,-8.553266525268555e-06,-0.19565650820732117,200.0,94.40258026123047,200.0,200.0,154.2875197472354,100.69564819335938,200.0,960.7867974882702,190.51919555664062,65.5346909380558,677.6179470213193,2089.3212890625
633,-0.3218912942934967,3.591179847717285e-05,3.1673429012298584,200.0,99.5434341430664,200.0,200.0,154.3596214511041,97.33265686035156,200.0,1923.7004900725326,32.478816986083984,65.50806934426926,998.3186822367066,1539.50537109375
634,-0.32167928708302573,-1.9729137420654297e-05,-0.7307741045951843,200.0,95.33588409423828,200.0,200.0,154.43149606299212,101.23075866699219,200.0,2088.2226599937158,79.41434478759766,65.48144199625881,610.514397161804,2143.5830078125
635,-0.3214801451721688,4.738569259643555e-06,22.977262496948242,200.0,95.25603485107422,200.0,200.0,154.50314465408806,77.52273559570312,200.0,1740.6719086535516,2124.3671875,65.45480923419584,2823.3482685468925,1952.7677001953125
636,-0.32127746803817175,-8.64267349243164e-06,8.592137336730957,200.0,94.18817901611328,200.0,200.0,154.574568288854,91.90786743164062,200.0,1188.264389516048,1200.34033203125,65.42817139429731,1065.3507101977782,2856.689697265625
637,-0.32105112470019703,2.664327621459961e-05,27.496477127075195,200.0,92.03175354003906,200.0,200.0,154.64576802507838,73.0035171508789,200.0,3092.682493023532,2754.77783203125,65.40152880887149,3267.4131808230386,1427.18115234375
638,-0.3208724223287309,-5.3316354751586914e-05,15.651586532592773,200.0,94.18818664550781,200.0,200.0,154.716744913928,84.84841918945312,200.0,2650.685169496566,1636.8563232421875,65.37488180636309,2086.383678930814,1844.794677734375
